act_number,tree_adress,Latitude,Longitude,tree_cut_requester,tree_characteristics,number,date,cutting_act,was_cut,date_number,date_UTF,tree_adress_shorten,name_who_ordered
"№ 3608
 від 09.01.18","вул. Генерала Родимцева, 94 (за будинком)",48.4972704,32.3071419,КП «ЖЕО № 2» Міської ради міста Кропивницького,клен,1,№ 328/03-01-06 від 16.02.18,16.02.18,True,№ 328/03-01-06,16.02.18,"м. Кропивницький вул. Генерала Родимцева, 94",unknown
"№ 3609
 від 09.01.18","м. Кропивницький вул. Героїв України, 12, корп. 5 (позаду під'їзду № 3)",48.4941379,32.218763,КП «ЖЕО № 4» Міської ради міста Кропивницького,тополя,1,№ 328/03-01-06 від 16.02.18,16.02.18,True,№ 328/03-01-06,16.02.18,"м. Кропивницький вул. Героїв України, 12, корп. 5",КП «ЖЕО № 4» Міської ради міста Кропивницького
"№ 3609
 від 09.01.18","м. Кропивницький вул. Героїв України, 12, корп. 5 (позаду під'їзду № 5 та № 6)",48.494176,32.2187183,КП «ЖЕО № 4» Міської ради міста Кропивницького,вишня,5,№ 328/03-01-06 від 16.02.18,16.02.18,True,№ 328/03-01-06,16.02.18,"м. Кропивницький вул. Героїв України, 12, корп. 5",КП «ЖЕО № 4» Міської ради міста Кропивницького
"№ 3609
 від 09.01.18","м. Кропивницький вул. Героїв України, 12, корп. 5 (з боку під'їзду № 6)",48.4941946,32.2187334,КП «ЖЕО № 4» Міської ради міста Кропивницького,абрикос,1,№ 328/03-01-06 від 16.02.18,16.02.18,True,№ 328/03-01-06,16.02.18,"м. Кропивницький вул. Героїв України, 12, корп. 5",КП «ЖЕО № 4» Міської ради міста Кропивницького
"№ 3609
 від 09.01.18","м. Кропивницький вул. Пацаєва, 12, корп. 2",48.4955177,32.2178,КП «ЖЕО № 4» Міської ради міста Кропивницького,акація,1,№ 328/03-01-06 від 16.02.18,16.02.18,True,№ 328/03-01-06,16.02.18,"м. Кропивницький вул. Пацаєва, 12, корп. 2",КП «ЖЕО № 4» Міської ради міста Кропивницького
"№ 3610
 від 09.01.18",м. Кропивницький на перехресті вулиць Верхньої Биковської та Великої Перспективної,48.511613200000006,32.2683721,КП «Благоустрій» Міської ради міста Кропивницького»,акація,1,№ 818/03-01-06 від 26.03.18,26.03.18,True,№ 818/03-01-06,26.03.18,м. Кропивницький на перехресті вулиць Верхньої Биковської та Великої Перспективної,КП «Благоустрій» Міської ради міста Кропивницького»
"№ 3611
 від 09.01.18","м. Кропивницький вул. Миколи Левитського (між будинками
 № 1-а та № 1/49)",48.533051,32.274941,КП «Благоустрій» Міської ради міста Кропивницького»,акація,1,№ 933/03-01-06 від 06.04.18,06.04.18,True,№ 933/03-01-06,06.04.18,м. Кропивницький вул. Миколи Левитського,unknown
"№ 3611
 від 09.01.18",м. Кропивницький просп. Винниченка (уздовж дороги між будинками № 32 та кафе «Старий круг»),48.509702000000004,32.25772,КП «Благоустрій» Міської ради міста Кропивницького»,тополя,1,№ 933/03-01-06 від 06.04.18,06.04.18,True,№ 933/03-01-06,06.04.18,м. Кропивницький просп. Винниченка,КП «Благоустрій» Міської ради міста Кропивницького»
"№ 3612
 від 09.01.18",м. Кропивницький вул. Михайлівська (біля обласного центру планування сім'ї та репродукції людини),48.514263,32.278965,КП «Благоустрій» Міської ради міста Кропивницького»,берест,1,№ 345-в від 20.01.18,20.01.18,True,№ 345-в,20.01.18,м. Кропивницький вул. Михайлівська,КП «Благоустрій» Міської ради міста Кропивницького»
"№ 3613
 від 09.01.18",м. Кропивницький вул. Петропавлівська (уздовж дороги біля будинку № 5),48.5047651,32.2804212,гр. Сирота О.М.,акація,1,№ 933/03-01-06 від 06.04.18,06.04.18,True,№ 933/03-01-06,06.04.18,м. Кропивницький вул. Петропавлівська,гр. Сирота О.М.
"№ 3614
 від 09.01.18","м. Кропивницький вздовж русла річки Інгул (від мосту по вул. Київській до гідротехнічної споруди
 КП «Теплоенергетик»",48.5292446,32.2454561,ГУ ЖКГ Міської ради міста Кропивницького,клен,12,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вздовж русла річки Інгул,unknown
"№ 3614
 від 09.01.18","м. Кропивницький вздовж русла річки Інгул (від мосту по вул. Київській до гідротехнічної споруди
 КП «Теплоенергетик»",48.529299,32.2454822,ГУ ЖКГ Міської ради міста Кропивницького,клен,14,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вздовж русла річки Інгул,unknown
"№ 3614
 від 09.01.18","м. Кропивницький вздовж русла річки Інгул (від мосту по вул. Київській до гідротехнічної споруди
 КП «Теплоенергетик»",48.5292102,32.245465,ГУ ЖКГ Міської ради міста Кропивницького,верба плакуча,3,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вздовж русла річки Інгул,unknown
"№ 3614
 від 09.01.18","м. Кропивницький вздовж русла річки Інгул (від мосту по вул. Київській до гідротехнічної споруди
 КП «Теплоенергетик»",48.5292739,32.2454741,ГУ ЖКГ Міської ради міста Кропивницького,тополя пірамідальна,3,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вздовж русла річки Інгул,unknown
"№ 3615
 від 09.01.18","м. Кропивницький вул. Вокзальна, 39-ф",48.51658629999999,32.2524305,ПП «Босфор-Люкс»,тополя,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Вокзальна, 39-ф",ПП «Босфор-Люкс»
"№ 3616
 від 18.01.18","м. Кропивницький вул. Юрія Краснокутського, 1-а",48.539629999999995,32.2614884,КП «ЖЕО № 1» Міської ради міста Кропивницького,клен,1,№ 818/03-01-06 від 26.03.18,26.03.18,True,№ 818/03-01-06,26.03.18,"м. Кропивницький вул. Юрія Краснокутського, 1-а",КП «ЖЕО № 1» Міської ради міста Кропивницького
"№ 3616
 від 18.01.18","м. Кропивницький вул. Юрія Краснокутського, 1-а",48.539208,32.261433000000004,КП «ЖЕО № 1» Міської ради міста Кропивницького,клен,1,№ 818/03-01-06 від 26.03.18,26.03.18,True,№ 818/03-01-06,26.03.18,"м. Кропивницький вул. Юрія Краснокутського, 1-а",КП «ЖЕО № 1» Міської ради міста Кропивницького
"№ 3617
 від 18.01.18","м. Кропивницький вул. Будівельників, 1-а",48.561535299999996,32.241769399999995,КП «ЖЕО № 1» Міської ради міста Кропивницького,сосна,1,№ 345-в від 20.01.18,20.01.18,True,№ 345-в,20.01.18,"м. Кропивницький вул. Будівельників, 1-а",КП «ЖЕО № 1» Міської ради міста Кропивницького
"№ 3617
 від 18.01.18","м. Кропивницький вул. Будівельників, 1-а",48.561535299999996,32.241769399999995,КП «ЖЕО № 1» Міської ради міста Кропивницького,сосна,1,№ 345-в від 20.01.18,20.01.18,True,№ 345-в,20.01.18,"м. Кропивницький вул. Будівельників, 1-а",КП «Благоустрій» МРМК»
"№ 3618
 від 18.01.18","м. Кропивницький вул. Варшавська, 2-б (між під. № 5 та № 6)",48.507933,32.26254,КП «ЖЕО № 1» Міської ради міста Кропивницького,горіх,1,№ 818/03-01-06 від 26.03.18,26.03.18,True,№ 818/03-01-06,26.03.18,"м. Кропивницький вул. Варшавська, 2-б",КП «ЖЕО № 1» Міської ради міста Кропивницького
"№ 3619
 від 18.01.18",м. Кропивницький вул. Декабристів (у дворі будинків № 23-а та 23-б),48.5110546,32.262837,КП «ЖЕО № 1» Міської ради міста Кропивницького,акація,1,№ 818/03-01-06 від 26.03.18,26.03.18,True,№ 818/03-01-06,26.03.18,м. Кропивницький вул. Декабристів,КП «ЖЕО № 1» Міської ради міста Кропивницького
"№ 3620
 від 18.01.18","м. Кропивницький вул. Кропивницького, 80 (позаду під'їзду № 1)",48.5101,32.279909,КП «ЖЕО № 2» Міської ради міста Кропивницького,абрикос,1,№ 328/03-01-06 від 16.02.18,16.02.18,True,№ 328/03-01-06,16.02.18,"м. Кропивницький вул. Кропивницького, 80",КП «ЖЕО № 2» Міської ради міста Кропивницького
"№ 3621
 від 18.01.18","м. Кропивницький вул. Євгена Тельнова, 2, корп. 2 (навпроти під'їзду № 3)",48.5018751,32.234766,КП «ЖЕО № 3» Міської ради міста Кропивницького,яблуня,8,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Євгена Тельнова, 2, корп. 2",КП «ЖЕО № 3» Міської ради міста Кропивницького
"№ 3622
 від 18.01.18","м. Кропивницький вул. Волкова, 20, корп. 1",48.5050942,32.2226812,КП «ЖЕО № 3» Міської ради міста Кропивницького,тополя,1,№ 818/03-01-06 від 26.03.18,26.03.18,True,№ 818/03-01-06,26.03.18,"м. Кропивницький вул. Волкова, 20, корп. 1",КП «ЖЕО № 3» Міської ради міста Кропивницького
"№ 3622
 від 18.01.18","м. Кропивницький вул. Волкова, 20, корп. 1",48.5050942,32.2226221,КП «ЖЕО № 3» Міської ради міста Кропивницького,горіх,1,№ 818/03-01-06 від 26.03.18,26.03.18,True,№ 818/03-01-06,26.03.18,"м. Кропивницький вул. Волкова, 20, корп. 1",КП «ЖЕО № 3» Міської ради міста Кропивницького
"№ 3622
 від 18.01.18","м. Кропивницький вул. Волкова, 20, корп. 1",48.5050942,32.222621999999994,КП «ЖЕО № 3» Міської ради міста Кропивницького,горіх,1,№ 818/03-01-06 від 26.03.18,26.03.18,True,№ 818/03-01-06,26.03.18,"м. Кропивницький вул. Волкова, 20, корп. 1",КП «ЖЕО № 3» Міської ради міста Кропивницького
"№ 3623
 від 18.01.18","м. Кропивницький вул. Волкова, 14, корп. 1",48.5076588,32.2234295,КП «ЖЕО № 3» Міської ради міста Кропивницького,вишня,1,№ 933/03-01-06 від 06.04.18,06.04.18,True,№ 933/03-01-06,06.04.18,"м. Кропивницький вул. Волкова, 14, корп. 1",unknown
"№ 3623
 від 18.01.18","м. Кропивницький вул. Волкова, 14, корп. 1",48.5076588,32.223453000000006,КП «ЖЕО № 3» Міської ради міста Кропивницького,вишня,3,№ 933/03-01-06 від 06.04.18,06.04.18,True,№ 933/03-01-06,06.04.18,"м. Кропивницький вул. Волкова, 14, корп. 1",unknown
"№ 3623
 від 18.01.18","м. Кропивницький вул. Волкова, 14, корп. 1",48.5076588,32.2234614,КП «ЖЕО № 3» Міської ради міста Кропивницького,тополя,2,№ 933/03-01-06 від 06.04.18,06.04.18,True,№ 933/03-01-06,06.04.18,"м. Кропивницький вул. Волкова, 14, корп. 1",unknown
"№ 3624
 від 18.01.18","м. Кропивницький вул. Бєляєва,7, корп. 3 (за будинком)",48.51033579999999,32.227513800000004,КП «ЖЕО № 3» Міської ради міста Кропивницького,береза,1,№ 818/03-01-06 від 26.03.18,26.03.18,True,№ 818/03-01-06,26.03.18,"м. Кропивницький вул. Бєляєва,7, корп. 3",КП «ЖЕО № 3» Міської ради міста Кропивницького
"№ 3625
 від 18.01.18","м. Кропивницький вул. Олексія Волохова,9/1 (у дворі біля дитячого майданчика)",48.507088,32.238698,КП «ЖЕО № 3» Міської ради міста Кропивницького,горіх,1,№ 933/03-01-06 від 06.04.18,06.04.18,True,№ 933/03-01-06,06.04.18,"м. Кропивницький вул. Олексія Волохова,9/1",КП «ЖЕО № 3» Міської ради міста Кропивницького
"№ 3626
 від 18.01.18","м. Кропивницький просп. Перемоги, 14 (за будинком)",48.519898600000005,32.2514592,ОСББ «Перемоги 14-Ковалівка»,вишня,7,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький просп. Перемоги, 14",ОСББ «Перемоги 14-Ковалівка»
"№ 3626
 від 18.01.18","м. Кропивницький просп. Перемоги, 14 (за будинком)",48.51984960000001,32.2514698,ОСББ «Перемоги 14-Ковалівка»,слива,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький просп. Перемоги, 14",ОСББ «Перемоги 14-Ковалівка»
"№ 3627
 від 18.01.18","м. Кропивницький пров. Кінний, 3 (на території закладу)",48.517945000000005,32.282199,ДНЗ № 73 «Червона квіточка»,груша,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький пров. Кінний, 3",ДНЗ № 73 «Червона квіточка»
"№ 3627
 від 18.01.18","м. Кропивницький пров. Кінний, 3 (на території закладу)",48.517945000000005,32.282199,ДНЗ № 73 «Червона квіточка»,абрикос,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький пров. Кінний, 3",ДНЗ № 73 «Червона квіточка»
"№ 3627
 від 18.01.18","м. Кропивницький пров. Кінний, 3 (на території закладу)",48.517945000000005,32.282199,ДНЗ № 73 «Червона квіточка»,тополя,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький пров. Кінний, 3",ДНЗ № 73 «Червона квіточка»
"№ 3628
 від 18.01.18","м. Кропивницький вул. Романа Майстернюка, 7 (уздовж дороги)",48.497486,32.245027,гр. Фіцуліна В.Г.,горіх,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Романа Майстернюка, 7",гр. Фіцуліна В.Г.
"№ 3629
 від 18.01.18","м. Кропивницький вул. Волкова, 26, корп. 1",48.4980378,32.22243889999999,КП «ЖЕО № 3» Міської ради міста Кропивницького,тополя,2,№ 818/03-01-06 від 26.03.18,26.03.18,True,№ 818/03-01-06,26.03.18,"м. Кропивницький вул. Волкова, 26, корп. 1",КП «ЖЕО № 3» Міської ради міста Кропивницького
"№ 3630
 від 23.01.18","м. Кропивницький вул. Євгена Тельнова, 4 (з боку під. № 1)",48.50280720000001,32.232589600000004,КП «ЖЕО № 3» Міської ради міста Кропивницького,яблуня,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Євгена Тельнова, 4",КП «ЖЕО № 3» Міської ради міста Кропивницького
"№ 3631
 від 23.01.18","м. Кропивницький вул. Гагаріна, 48/12",48.50964570000001,32.2787478,гр. Лобанова Л.А.,акація,1,"№ 749-Л
 від 27.02.18",27.02.18,True,"№ 749-Л
",27.02.18,"м. Кропивницький вул. Гагаріна, 48/12",гр. Лобанова Л.А.
"№ 3632
 від 23.01.18","м. Кропивницький вул. Олега Ольжича (уздовж дороги біля буд. № 4),",48.5257345,32.276566100000004,КП «Благоустрій» МРМК»,клен,1,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вул. Олега Ольжича,unknown
"№ 3632
 від 23.01.18","м. Кропивницький вул. Олега Ольжича (уздовж дороги біля буд. № 4),",48.5257708,32.2765507,КП «Благоустрій» МРМК»,шовковиця,1,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вул. Олега Ольжича,unknown
"№ 3632
 від 23.01.18",м. Кропивницький (уздовж дороги біля ДНЗ № 54),48.509177,32.261061,КП «Благоустрій» МРМК»,тополя,6,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вул. Декабристів 26,unknown
"№ 3632
 від 23.01.18",м. Кропивницький (уздовж дороги біля ДНЗ № 54),48.509177,32.261061,КП «Благоустрій» МРМК»,акація,1,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вул. Декабристів 26,unknown
"№ 3632
 від 23.01.18",м. Кропивницький (уздовж дороги біля ДНЗ № 54),48.509177,32.261061,КП «Благоустрій» МРМК»,клен,1,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вул. Декабристів 26,unknown
"№ 3632
 від 23.01.18",м. Кропивницький на перехресті біля буд. № 38,48.507933,32.262562,КП «Благоустрій» МРМК»,тополя,1,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький на перехресті біля буд. № 38,unknown
"№ 3633
 від 30.01.18","м. Кропивницький вул. Генерала Шумілова, 30",48.4943463,32.267053600000004,ЗОШ № 7,акація,6,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Генерала Шумілова, 30",ЗОШ № 7
"№ 3633
 від 30.01.18","м. Кропивницький вул. Генерала Шумілова, 30",48.494332899999996,32.2670781,ЗОШ № 7,шовковиця,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Генерала Шумілова, 30",ЗОШ № 7
"№ 3633
 від 30.01.18","м. Кропивницький вул. Генерала Шумілова, 30",48.4943599,32.2670276,ЗОШ № 7,шовковиця,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Генерала Шумілова, 30",ЗОШ № 7
"№ 3633
 від 30.01.18","м. Кропивницький вул. Генерала Шумілова, 30",48.494375700000006,32.2670844,ЗОШ № 7,шовковиця,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Генерала Шумілова, 30",ЗОШ № 7
"№ 3634
 від 30.01.18","м. Кропивницький між будинками по вул. Шатила, 3 та Вокзальною, 64",48.504483,32.238884999999996,КП «Водоканал»,липа,1,"№ 345-В
 від 30.01.18",30.01.18,True,"№ 345-В
",30.01.18,"м. Кропивницький між будинками по вул. Шатила, 3 та Вокзальною, 64",КП «Водоканал»
"№ 3635
 від 13.02.18",м. Кропивницький вул. Олександрійське шосе (біля вїзду до гаражного кооперативу),48.5342,32.2948,Голова гаражного кооперативу «Віраж» Водотика А.М.,дуб,1,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вул. Олександрійське шосе,Голова гаражного кооперативу «Віраж» Водотика А.М.
"№ 3636
 від 13.02.18","м. Кропивницький вул. Добровольського, 3 (навпроти під'їзду № 3)",48.5349106,32.274716600000005,Голова гаражного кооперативу «Віраж» Водотика А.М.,клен,1,№ 818/03-01-06 від 26.03.18,26.03.18,True,№ 818/03-01-06,26.03.18,"м. Кропивницький вул. Добровольського, 3",unknown
"№ 3636
 від 13.02.18","м. Кропивницький вул. Добровольського, 3 (навпроти під'їзду № 3)",48.5349143,32.274716600000005,Голова гаражного кооперативу «Віраж» Водотика А.М.,яблуня,1,№ 818/03-01-06 від 26.03.18,26.03.18,True,№ 818/03-01-06,26.03.18,"м. Кропивницький вул. Добровольського, 3",unknown
"№ 3637
 від 13.02.18","м. Кропивницький вул. Шатила , 3 (біля в'їзду у двір)",48.504889,32.239035,КП «ЖЕО № 3» Міської ради міста Кропивницького,клен,1,№ 818/03-01-06 від 26.03.18,26.03.18,True,№ 818/03-01-06,26.03.18,"м. Кропивницький вул. Шатила , 3",КП «ЖЕО № 3» Міської ради міста Кропивницького
"№ 3638
 від 13.02.18",м. Кропивницький вул. Гоголя (уздовж дороги біля будинку № 63),48.510727,32.259417,ГО «Озеленення Кропивницький»,клен,1,№ 402/03-01-06 від 23.02.18,23.02.18,True,№ 402/03-01-06,23.02.18,м. Кропивницький вул. Гоголя,unknown
"№ 3639
 від 13.02.18","м. Кропивницький вул. Архангельська, 34 (у дворі будинку)",48.5092312,32.27606,гр. Наконечна Н.В.,акація,1,№ 933/03-01-06 від 06.04.18,06.04.18,True,№ 933/03-01-06,06.04.18,"м. Кропивницький вул. Архангельська, 34",гр. Наконечна Н.В.
"№ 3640
 від 20.02.18","м. Кропивницький вул. Глинки, 1 (на території закладу)",48.507933,32.262331,ЗОШ № 32,яблуня,7,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Глинки, 1",ЗОШ № 32
"№ 3641
 від 20.02.18","м. Кропивницький вул. Волкова, 28, корп. 2",48.4983244,32.2254378,КП «ЖЕО № 3» Міської ради міста Кропивницького,абрикос,2,№ 818/03-01-06 від 26.03.18,26.03.18,True,№ 818/03-01-06,26.03.18,"м. Кропивницький вул. Волкова, 28, корп. 2",КП «ЖЕО № 3» Міської ради міста Кропивницького
"№ 3641
 від 20.02.18","м. Кропивницький вул. Волкова, 28, корп. 2",48.4983479,32.2254852,КП «ЖЕО № 3» Міської ради міста Кропивницького,берест,1,№ 818/03-01-06 від 26.03.18,26.03.18,True,№ 818/03-01-06,26.03.18,"м. Кропивницький вул. Волкова, 28, корп. 2",КП «ЖЕО № 3» Міської ради міста Кропивницького
"№ 3642
 від 20.02.18","м. Кропивницький вул. Кропивницького, 80",48.5101,32.279909,КП «ЖЕО № 2» Міської ради міста Кропивницького,верба плакуча,1,№ 735/03-01-06 від 15.03.18,15.03.18,True,№ 735/03-01-06,15.03.18,"м. Кропивницький вул. Кропивницького, 80",КП «ЖЕО № 2» Міської ради міста Кропивницького
"№ 3643
 від 20.02.18","м. Кропивницький вул. Поповича, 7-б",48.524196999999994,32.2580631,гр. Ткаченко Н.А.,ясен,1,№ 818/03-01-06 від 26.03.18,26.03.18,True,№ 818/03-01-06,26.03.18,"м. Кропивницький вул. Поповича, 7-б",гр. Ткаченко Н.А.
"№ 3644
 від 20.02.18","м. Кропивницький вул. Володі Дубініна, 9",48.4733224,32.302459000000006,гр. Губерт С.Ф.,акація,1,№ 735/03-01-06 від 15.03.18,15.03.18,True,№ 735/03-01-06,15.03.18,"м. Кропивницький вул. Володі Дубініна, 9",гр. Губерт С.Ф.
"№ 3645
 від 20.02.18","м. Кропивницький ДНЗ № 43 «Горобинка» вул. Васнецова, 4",48.5193198,32.288527,МЧС,вишня,1,№ 818/03-01-06 від 26.03.18,26.03.18,True,№ 818/03-01-06,26.03.18,"м. Кропивницький ДНЗ № 43 «Горобинка» вул. Васнецова, 4",unknown
"№ 3645
 від 20.02.18","м. Кропивницький ДНЗ № 43 «Горобинка» вул. Васнецова, 4",48.5193591,32.288764,МЧС,бузок,1,№ 818/03-01-06 від 26.03.18,26.03.18,True,№ 818/03-01-06,26.03.18,"м. Кропивницький ДНЗ № 43 «Горобинка» вул. Васнецова, 4",unknown
"№ 3646
 від 20.02.18","м. Кропивницький вул. Добровольського, 4",48.5358984,32.273754600000004,КП «Благоустрій» МРМК»,тополя,1,№ 818/03-01-06 від 26.03.18,26.03.18,True,№ 818/03-01-06,26.03.18,"м. Кропивницький вул. Добровольського, 4",КП «Благоустрій» МРМК»
"№ 3646
 від 20.02.18","м. Кропивницький вул. Доброволського, 6",48.536246000000006,32.2726338,КП «Благоустрій» МРМК»,акація,1,№ 818/03-01-06 від 26.03.18,26.03.18,True,№ 818/03-01-06,26.03.18,"м. Кропивницький вул. Доброволського, 6",КП «Благоустрій» МРМК»
"№ 3646
 від 20.02.18","м. Кропивницький вул. Доброволського, 6",48.536522999999995,32.2726656,КП «Благоустрій» МРМК»,тополя,1,№ 818/03-01-06 від 26.03.18,26.03.18,True,№ 818/03-01-06,26.03.18,"м. Кропивницький вул. Доброволського, 6",КП «Благоустрій» МРМК»
"№ 3646
 від 20.02.18","м. Кропивницький вул. Добровольського, 8",48.537083200000005,32.2721538,КП «Благоустрій» МРМК»,тополя,5,№ 818/03-01-06 від 26.03.18,26.03.18,True,№ 818/03-01-06,26.03.18,"м. Кропивницький вул. Добровольського, 8",КП «Благоустрій» МРМК»
"№ 3646
 від 20.02.18","м. Кропивницький вул. Добровольського, 9",48.5364197,32.27124,КП «Благоустрій» МРМК»,тополя,6,№ 818/03-01-06 від 26.03.18,26.03.18,True,№ 818/03-01-06,26.03.18,"м. Кропивницький вул. Добровольського, 9",КП «Благоустрій» МРМК»
"№ 3646
 від 20.02.18","м. Кропивницький вул. Добровольського, 13, біля кафе «Ребро»",48.53728710000001,32.2692615,КП «Благоустрій» МРМК»,тополя,4,№ 818/03-01-06 від 26.03.18,26.03.18,True,№ 818/03-01-06,26.03.18,"м. Кропивницький вул. Добровольського, 13, біля кафе «Ребро»",КП «Благоустрій» МРМК»
"№ 3646
 від 20.02.18","м. Кропивницький вул. Добровольського, 17",48.537657200000005,32.268722600000004,КП «Благоустрій» МРМК»,тополя,1,№ 818/03-01-06 від 26.03.18,26.03.18,True,№ 818/03-01-06,26.03.18,"м. Кропивницький вул. Добровольського, 17",КП «Благоустрій» МРМК»
"№ 3646
 від 20.02.18","м. Кропивницький вул. Добровольського, 18",48.53793889999999,32.271071899999995,КП «Благоустрій» МРМК»,тополя,4,№ 818/03-01-06 від 26.03.18,26.03.18,True,№ 818/03-01-06,26.03.18,"м. Кропивницький вул. Добровольського, 18",КП «Благоустрій» МРМК»
"№ 3646
 від 20.02.18","м. Кропивницький вул. Добровольського, 18",48.53793889999999,32.271071899999995,КП «Благоустрій» МРМК»,тополя,4,№ 818/03-01-06 від 26.03.18,26.03.18,True,№ 818/03-01-06,26.03.18,"м. Кропивницький вул. Добровольського, 18",КП «Благоустрій» МРМК»
"№ 3646
 від 20.02.18","м. Кропивницький вул. Добровольського, 20",48.538075899999995,32.270143,КП «Благоустрій» МРМК»,тополя,2,№ 818/03-01-06 від 26.03.18,26.03.18,True,№ 818/03-01-06,26.03.18,"м. Кропивницький вул. Добровольського, 20",КП «Благоустрій» МРМК»
"№ 3647
 від 27.02.18","м. Кропивницький вул. Соборна, 7-а",48.4992176,32.249062800000004,Управління Статистики,акація,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Соборна, 7-а",Управління Статистики
"№ 3647
 від 27.02.18","м. Кропивницький вул. Соборна, 7-а",48.4992176,32.249062800000004,Управління Статистики,шовковиця,2,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Соборна, 7-а",Управління Статистики
"№ 3647
 від 27.02.18","м. Кропивницький вул. Соборна, 7-а",48.4992176,32.249062800000004,Управління Статистики,вишня,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Соборна, 7-а",Управління Статистики
"№ 3647
 від 27.02.18","м. Кропивницький вул. Соборна, 7-а",48.4992176,32.249062800000004,Управління Статистики,липа,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Соборна, 7-а",Управління Статистики
"№ 3647
 від 27.02.18","м. Кропивницький вул. Соборна, 7-а",48.4992176,32.249062800000004,Управління Статистики,тополя,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Соборна, 7-а",Управління Статистики
"№ 3648
 від 27.02.18","м. Кропивницький вул. Космонавта Попова, 28/20 (на території ЗОШ № 35)",48.4936791,32.209156199999995,Управління освіти МРМК,вишня,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Космонавта Попова, 28/20",Управління освіти МРМК
"№ 3648
 від 27.02.18","м. Кропивницький вул. Космонавта Попова, 28/20 (на території ЗОШ № 35)",48.4936985,32.209156,Управління освіти МРМК,акація,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Космонавта Попова, 28/20",Управління освіти МРМК
"№ 3648
 від 27.02.18","м. Кропивницький вул. Космонавта Попова, 28/20 (на території ЗОШ № 35)",48.493674600000006,32.209136699999995,Управління освіти МРМК,береза,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Космонавта Попова, 28/20",Управління освіти МРМК
"№ 3648
 від 27.02.18","м. Кропивницький вул. Космонавта Попова, 28/20 (на території ЗОШ № 35)",48.493682,32.2091613,Управління освіти МРМК,абрикос,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Космонавта Попова, 28/20",Управління освіти МРМК
"№ 3648
 від 27.02.18","м. Кропивницький вул. Космонавта Попова, 28/20 (на території ЗОШ № 35)",48.4936658,32.2091237,Управління освіти МРМК,горобина,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Космонавта Попова, 28/20",Управління освіти МРМК
"№ 3648
 від 27.02.18","м. Кропивницький вул. Космонавта Попова, 28/20 (на території ЗОШ № 35)",48.4936443,32.209187,Управління освіти МРМК,клен,3,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Космонавта Попова, 28/20",Управління освіти МРМК
"№ 3649
 від 07.03.18","м. Кропивницький вул. Михайлівська, 36-а (між під’їздами № 3 та № 4)",48.50939,32.272496000000004,КП «ЖЕО № 2» Міської ради міста Кропивницького,акація,1,№ 818/03-01-06 від 26.03.18,26.03.18,True,№ 818/03-01-06,26.03.18,"м. Кропивницький вул. Михайлівська, 36-а",КП «ЖЕО № 2» Міської ради міста Кропивницького
