identifier,actIdentifier,issued,customerName,orderIdentifier,orderDate,orderContractorLegalName,orderContractorIdentifier,addressCountry,addressRegion,addressLocality,streetAddress,locationDescription,latitude,longitude,itemSpecies,itemDiameter,itemQuantityPlan,itemQuantityFact,itemQuantityLeft,reportIdentifier,reportDate,status
3612-01,3612,2018-01-09,КП «Благоустрій» Міської ради міста Кропивницького»,345-В,2018-01-30,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Михайлівська, 1",null,48.5151151,32.279714,Берест,null,1,1,0,11,2018,Замовлення виконано підрядником
3758-01,3758,2018-07-11,КП «ЖЕО № 2» Міської ради міста Кропивницького,2015/03-01-06,2018-07-19,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Михайлівська, 1",null,48.5151151,32.279714,Горіх,null,1,1,0,54,2018,Замовлення виконано підрядником
3617-01,3617,2018-01-18,КП «ЖЕО № 1» Міської ради міста Кропивницького,345-В,2018-01-30,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Будівельників, 1-а",null,48.5615353,32.2417694,Сосна,null,1,1,0,11,2018,Замовлення виконано підрядником
3724-01,3724,2018-05-29,КП «Благоустрій» МРМК»,1555/03-01-06,2018-06-12,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Будівельників, 1-а",null,48.5615353,32.2417694,Сосна,null,1,1,0,37,2018,Замовлення виконано підрядником
3545-01,3545,2017-11-07,КП «ЖЕО № 3» КМР»,284/03-01-06,2018-02-09,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Академіка Корольова, 4",null,48.50351029999999,32.2369608,Черешня,null,2,2,0,11,2018,Замовлення виконано підрядником
3545-02,3545,2017-11-07,КП «ЖЕО № 3» КМР»,284/03-01-06,2018-02-09,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Комарова, 37/3",null,48.4985089,32.2422218,Акація,null,2,2,0,11,2018,Замовлення виконано підрядником
3547-01,3547,2017-11-07,КП «ЖЕО № 2» КМР»,284/03-01-06,2018-02-09,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Хабаровська, 5, корп. 2",null,48.4867026,32.2442501,Тополя пірамідальна,null,1,1,0,11,2018-10,Замовлення виконано підрядником
3550-01,3550,2017-11-07,гр. Папака Ю.В.,284/03-01-06,2018-02-09,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Куроп'ятникова, 28",null,48.4963408,32.2601243,Акація,null,1,1,0,11,2018,Замовлення виконано підрядником
3552-01,3552,2017-11-07,ЖЕО № 9,284/03-01-06,2018-02-09,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,вул. Нижня П'ятихатська,null,48.476067,32.275494,Верба плакуча,null,1,1,0,11,2018,Замовлення виконано підрядником
3553-02,3553,2017-11-07,КП «ЖЕО № 2» КМР»,284/03-01-06,2018-02-09,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Тараса Карпи, 100",null,48.5057172,32.2732644,Клен,null,1,1,0,11,2018,Замовлення виконано підрядником
3553-03,3553,2017-11-07,КП «ЖЕО № 2» КМР»,284/03-01-06,2018-02-09,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Тараса Карпи, 100",null,48.5057172,32.2732644,Тополя,null,1,1,0,11,2018,Замовлення виконано підрядником
3549-01,3549,2017-11-07,КП «Кіровоград-Благоустрій» КМР»,284/03-01-06,2018-02-09,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Чехова, 22/36",null,48.5249427,32.2831923,Горіх,null,1,1,0,11,2018,Замовлення виконано підрядником
3609-01,3609,2018-01-09,КП «ЖЕО № 4» Міської ради міста Кропивницького,328/03-01-06,2018-02-16,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Героїв України, 12, корп. 5",null,48.4941379,32.218763,Тополя,null,1,1,0,,,Замовлення виконано підрядником
3609-02,3609,2018-01-09,КП «ЖЕО № 4» Міської ради міста Кропивницького,328/03-01-06,2018-02-16,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Героїв України, 12, корп. 5",null,48.4941379,32.218763,Вишня,null,5,5,0,,,Замовлення виконано підрядником
3609-03,3609,2018-01-09,КП «ЖЕО № 4» Міської ради міста Кропивницького,328/03-01-06,2018-02-16,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Героїв України, 12, корп. 5",null,48.4941379,32.218763,Абрикос,null,1,1,0,,,Замовлення виконано підрядником
3620-01,3620,2018-01-18,КП «ЖЕО № 2» Міської ради міста Кропивницького,328/03-01-06,2018-02-16,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Кропивницького, 80",null,48.5101,32.279909,Абрикос,null,1,1,0,,,Замовлення виконано підрядником
3642-01,3642,2018-02-20,КП «ЖЕО № 2» Міської ради міста Кропивницького,735/03-01-06,2018-03-15,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,,null,48.512864,32.2760701,Верба плакуча,null,1,1,0,17,2018,Замовлення виконано підрядником
3494-01,3494,2017-09-18,КП «ЖЕО № 3» КМР»,328/03-01-06,2018-02-16,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Волкова, 26, корп. 2",null,48.4980467,32.2224389,Черешня,null,1,1,0,12,2018,Замовлення виконано підрядником
3494-02,3494,2017-09-18,КП «ЖЕО № 3» КМР»,328/03-01-06,2018-02-16,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Волкова, 26, корп. 2",null,48.4980467,32.2224389,Тополя пірамідальна,null,1,1,0,12,2018,Замовлення виконано підрядником
3603-01,3603,2017-12-21,КП «ЖЕО № 1» КМР»,328/03-01-06,2018-02-16,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,вул. Олега Ольжича,уздовж дороги,48.5259911,32.2767917,Тополя,null,13,11,2,"13, 15, 17",2018,Надано замовлення підряднику
3603-02,3603,2017-12-21,КП «ЖЕО № 1» КМР»,328/03-01-06,2018-02-16,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,вул. Олега Ольжича,уздовж дороги,48.5259911,32.2767917,Акація,null,1,1,0,"13, 15, 17",2018,Замовлення виконано підрядником
3499-01,3499,2017-09-18,КП «Кіровоград-Благоустрій» КМР»,402/03-01-06,2018-02-23,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Архітектора Паученка, 110",null,48.5052899,32.2816828,Акація,null,1,1,0,13,2018,Замовлення виконано підрядником
3499-02,3499,2017-09-18,КП «Кіровоград-Благоустрій» КМР»,402/03-01-06,2018-02-23,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Архітектора Паученка, 93",null,48.5062381,32.2777872,Клен,null,3,3,0,13,2018,Замовлення виконано підрядником
3586-01,3586,2017-12-12,КП «ЖЕО № 2» КМР»,402/03-01-06,2018-02-23,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Архітектора Паученка, 65",між буд. 65 та 67,48.5083535,32.2729921,Клен,null,1,1,0,13,2018,Замовлення виконано підрядником
3499-01,3499,2017-09-18,КП «Кіровоград-Благоустрій» КМР»,402/03-01-06,2018-02-23,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Кропивницького, 115",між буд. 115 та 117,48.5057884,32.2778987,Акація,null,1,1,0,13,2018,Замовлення виконано підрядником
3499-02,3499,2017-09-18,КП «Кіровоград-Благоустрій» КМР»,402/03-01-06,2018-02-23,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Кропивницького, 119",між буд. 119 та 121,48.5055734,32.2774734,Акація,null,1,1,0,13,2018,Замовлення виконано підрядником
3560-01,3560,2017-11-15,гр. Рогатинський М.В.,402/03-01-06,2018-02-23,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Андріївська, 31",null,48.5087002,32.2477603,Тополя пухова,null,1,1,0,13,2018,Замовлення виконано підрядником
3560-02,3560,2017-11-15,гр. Рогатинський М.В.,402/03-01-06,2018-02-23,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Андріївська, 31",null,48.5087002,32.2477603,Клен,null,1,1,0,13,2018,Замовлення виконано підрядником
3560-02,3560,2017-11-15,гр. Рогатинський М.В.,402/03-01-06,2018-02-23,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Андріївська, 31",null,48.5087002,32.2477603,Акація,null,1,1,0,13,2018,Замовлення виконано підрядником
3605-01,3605,2017-12-21,КП «ЖЕО № 2» КМР»,402/03-01-06,2018-02-23,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Арсенія Тарковського, 16, корп. 3",null,48.5134805,32.2755984,Акація,null,1,1,0,13,2018,Замовлення виконано підрядником
3562-01,3562,2017-11-15,КП «ЖЕО № 3» КМР»,402/03-01-06,2018-02-23,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Василя Нікітіна, 15, корп. 2",null,48.53036849999999,32.2741491,Тополя,null,1,1,0,13,2018,Замовлення виконано підрядником
3500-01,3500,2017-09-18,КП «Кіровоград-Благоустрій» КМР»,402/03-01-06,2018-02-23,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Габдрахманова, 31",null,48.5043211,32.2475668,Акація,null,2,2,0,15,2018,Замовлення виконано підрядником
3520-01,3520,2017-10-11,КЗ «Кіровоградське обласне бюро судово-медичної експертизи»,402/03-01-06,2018-02-23,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Гоголя, 44",null,48.5106534,32.2591766,Акація,null,2,2,0,15,2018,Замовлення виконано підрядником
3540-01,3540,2017-10-25,КЗ «Комплексна дитячо-юнацька спортивна школа № 3»,402/03-01-06,2018-02-23,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Ушакова, 3-б",null,48.5017398,32.2585895,Клен,null,8,8,0,15.,2018,Замовлення виконано підрядником
3540-02,3540,2017-10-25,КЗ «Комплексна дитячо-юнацька спортивна школа № 3»,402/03-01-06,2018-02-23,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Ушакова, 3-б",null,48.5017398,32.2585895,Акація,null,1,1,0,15.,2018,Замовлення виконано підрядником
3644-01,3644,2018-02-20,гр. Губерт С.Ф.,735/03-01-06,2018-03-15,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Володі Дубініна, 9",null,48.4733224,32.302459,Акація,null,1,1,0,17,2018,Замовлення виконано підрядником
3654-01,3654,2018-02-20,КП «Благоустрій» МРМК»,735/03-01-06,2018-03-15,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Володимирська, 54/35",null,48.527443,32.264655,Каштан,null,1,1,0,,,Замовлення виконано підрядником
3631-01,3631,2018-01-23,гр. Лобанова Л.А.,749-Л,2018-02-27,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Гагаріна, 48/12",null,48.5096457,32.2787478,Акація,null,1,1,0,,,Замовлення виконано підрядником
3584-01,3584,2017-12-12,КП «Кіровоград-Благоустрій» КМР»,818/03-01-06,2018-03-26,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Кримська, 17",між будинками 17 та 19,48.49553539999999,32.2807498,Акація,null,1,1,0,18,2018,Замовлення виконано підрядником
3588-01,3588,2017-12-12,ГУ ЖКГ КМР,818/03-01-06,2018-03-26,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Пляжна, 83",null,48.4867026,32.2442501,Клен,null,1,1,0,18,2018,Замовлення виконано підрядником
3594-01,3594,2017-12-12,гр. Чернявська Н.А.,818/03-01-06,2018-03-26,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Андріївська, 10",null,48.51129270000001,32.2506021,Клен,null,1,1,0,18,2018,Замовлення виконано підрядником
3594-01,3594,2017-12-12,гр. Чернявська Н.А.,818/03-01-06,2018-03-26,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Андріївська, 10",біля контейнерного майданчика у дворі будинків 10 та 12,48.51129270000001,32.2506021,Абрикос,null,1,1,0,18,2018,Замовлення виконано підрядником
3568-01,3568,2017-11-27,КП «Кіровоград-Благоустрій» КМР»,818/03-01-06,2018-03-26,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,алея між вулицями Волкова та Бєляєва,null,48.513767,32.225290,Берест,null,2,2,0,18,2018,Замовлення виконано підрядником
3568-02,3568,2017-11-27,КП «Кіровоград-Благоустрій» КМР»,818/03-01-06,2018-03-26,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Полтавська, 81",уздовж дороги навпроти буд. 81,48.5196046,32.2851471,Тополя,null,1,1,0,18,2018,Замовлення виконано підрядником
3568-03,3568,2017-11-27,КП «Кіровоград-Благоустрій» КМР»,818/03-01-06,2018-03-26,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Архітектора Паученка, 45/35",біля поліклініки 3,48.5098367,32.2698301,Акація,null,2,2,0,18,2018,Замовлення виконано підрядником
3619-01,3619,2018-01-18,КП «ЖЕО № 1» Міської ради міста Кропивницького,818/03-01-06,2018-03-26,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Декабристів, 23",23-а та 23-б,48.51002339999999,32.262161,Акація,null,1,1,0,29,2018,Замовлення виконано підрядником
3646-01,3646,2018-02-20,КП «Благоустрій» МРМК»,818/03-01-06,2018-03-26,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Добровольського, 4",null,48.5358984,32.2737546,Тополя,null,1,1,0,37,2018,Замовлення виконано підрядником
3646-02,3646,2018-02-20,КП «Благоустрій» МРМК»,818/03-01-06,2018-03-26,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Добровольського, 8",null,48.5370832,32.2721538,Тополя,null,5,1,4,37,2018,Надано замовлення підряднику
3646-03,3646,2018-02-20,КП «Благоустрій» МРМК»,818/03-01-06,2018-03-26,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Добровольського, 13-а",null,48.5372227,32.2692329,Тополя,null,4,,,37,2018,Надано замовлення підряднику
3646-04,3646,2018-02-20,КП «Благоустрій» МРМК»,818/03-01-06,2018-03-26,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Добровольського, 17",null,48.5376572,32.2687226,Тополя,null,1,,,37,2018,Надано замовлення підряднику
3646-05,3646,2018-02-20,КП «Благоустрій» МРМК»,818/03-01-06,2018-03-26,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Добровольського, 18",null,48.5379389,32.2710719,Тополя,null,4,,,37,2018,Надано замовлення підряднику
3624-01,3624,2018-01-18,КП «ЖЕО № 3» Міської ради міста Кропивницького,818/03-01-06,2018-03-26,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Бєляєва, 7, корп. 3",null,48.5103358,32.2275138,Береза,null,1,1,0,18,2018,Замовлення виконано підрядником
3629-01,3629,2018-01-18,КП «ЖЕО № 3» Міської ради міста Кропивницького,818/03-01-06,2018-03-26,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Волкова, 26, корп. 1",null,48.4980378,32.2224389,Тополя,null,2,2,0,18,2018,Замовлення виконано підрядником
3585-01,3585,2017-12-12,КП «Кіровоград-Благоустрій» КМР»,818/03-01-06,2018-03-26,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Волкова, 26, корп. 3",null,48.4980467,32.2224389,Клен,null,1,1,0,18,2018,Замовлення виконано підрядником
3643-01,3643,2018-02-20,гр. Ткаченко Н.А.,818/03-01-06,2018-03-26,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Поповича, 7-б",null,48.524197,32.2580631,Ясен,null,1,1,0,20,2018,Замовлення виконано підрядником
3649-01,3649,2018-03-07,КП «ЖЕО № 2» Міської ради міста Кропивницького,818/03-01-06,2018-03-26,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Тараса Карпи, 128",null,48.5039759,32.2776297,Тополя,null,1,1,0,18,2018,Замовлення виконано підрядником
3664-01,3664,2018-04-11,null,1017/03-01-06,2018-04-17,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Тараса Карпи, 128",null,48.5039759,32.2776297,Акація,null,2,2,0,,,Замовлення виконано підрядником
3650-01,3650,2018-03-07,КП «ЖЕО № 3» Міської ради міста Кропивницького,818/03-01-06,2018-03-26,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Євгена Тельнова, 5",null,48.503332,32.2322605,Вишня,null,1,1,0,32,2018,Замовлення виконано підрядником
3610-01,3610,2018-01-09,КП «Благоустрій» Міської ради міста Кропивницького»,818/03-01-06,2018-03-26,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,на перехресті вулиць Верхньої Биківської та Великої Перспективної,null,48.511903,32.2686573,Акація,null,1,1,0,18,2018,Замовлення виконано підрядником
3647-01,3647,2018-02-27,Управління Статистики,832/03-01-06,2018-03-27,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Соборна, 7-а",null,48.4992176,32.2490628,Акація,null,1,1,0,,,Замовлення виконано підрядником
3647-01,3647,2018-02-27,Управління Статистики,832/03-01-06,2018-03-27,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Соборна, 7-а",null,48.4992176,32.2490628,Шовковиця,null,2,2,0,,,Замовлення виконано підрядником
3647-02,3647,2018-02-27,Управління Статистики,832/03-01-06,2018-03-27,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Соборна, 7-а",null,48.4992176,32.2490628,Вишня,null,1,1,0,,,Замовлення виконано підрядником
3647-03,3647,2018-02-27,Управління Статистики,832/03-01-06,2018-03-27,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Соборна, 7-а",null,48.4992176,32.2490628,Липа,null,1,1,0,,,Замовлення виконано підрядником
3647-04,3647,2018-02-27,Управління Статистики,832/03-01-06,2018-03-27,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Соборна, 7-а",null,48.4992176,32.2490628,Тополя,null,1,1,0,,,Замовлення виконано підрядником
3592-01,3592,2017-12-12,гр. Бриуш Т.І.,933/03-01-06,2018-04-06,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Одеська, 40",null,48.5024095,32.2765204,Акація,null,2,2,0,20,2018,Замовлення виконано підрядником
