identifier,actIdentifier,issued,customerName,orderIdentifier,orderDate,orderContractorLegalName,orderContractorIdentifier,addressCountry,addressRegion,addressLocality,streetAddress,locationDescription,latitude,longitude,itemSpecies,itemDiameter,itemQuantityPlan,itemQuantityFact,itemQuantityLeft,reportIdentifier,reportDate,status
3997-01,3997,2019-08-12,"""Луценко В.О.-начальник КП """"Благоустрій"""" МРМК""",2180/03-01-06,2019-08-19,"""КОЛЕКТИВНЕ ПІДПРИЄМСТВО """"ЄЛІЗАВЕТА""""""",22218998,Україна,Кіровоградська область,Кропивницький,провул. Поштовий; 1,null,48.494760,32.267656,Акація,60-70,1,1,0,117,2019-09-02,Замовлення виконано підрядником
3997-06,3997,2019-08-12,"Луценко В.О.-начальник КП ""Благоустрій"" МРМК",2180/03-01-06,2019-08-19,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,провул. Йосипа Петрова; 26,null,48.481403,32.267979,Тополя,40-50,1,1,0,126,2019-09-24,Замовлення виконано підрядником
3997-07,3997,2019-08-12,"Луценко В.О.-начальник КП ""Благоустрій"" МРМК",2180/03-01-06,2019-08-19,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,провул. Йосипа Петрова; 26,null,48.481438,32.267901,Тополя,40-50,1,1,0,126,2019-09-24,Замовлення виконано підрядником
3997-08,3997,2019-08-12,"Луценко В.О.-начальник КП ""Благоустрій"" МРМК",2180/03-01-06,2019-08-19,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,провул. Йосипа Петрова; 26,null,48.481408,32.268016,Тополя,50-60,1,1,0,126,2019-09-24,Замовлення виконано підрядником
4001-01,4001,2019-09-04,"Марченко Л. М. - начальник КП ""ЖЕО №2"" МРМК",2413/03-01-06,2019-09-16,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,вул. В'ячеслава Чорновола; 12/1,null,48.514649,32.268315,Яблуня,20-30,1,1,0,126,2019-09-24,Замовлення виконано підрядником
4001-02,4001,2019-09-04,"Марченко Л. М. - начальник КП ""ЖЕО №2"" МРМК",2413/03-01-06,2019-09-16,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,вул . Куроп'ятникова; 27,null,48.496946,32.260897,Верба,>80,1,1,0,126,2019-09-24,Замовлення виконано підрядником
4001-03,4001,2019-09-04,"Марченко Л. М. - начальник КП ""ЖЕО №2"" МРМК",2413/03-01-06,2019-09-16,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,вул. Архангельська; 20/37,null,48.510586,32.277388,Каштан,30-40,1,1,0,126,2019-09-24,Замовлення виконано підрядником
4002-01,4002,2019-09-04,"Запорожець Л.М. - начальник КП ""ЖЕО №4"" МРМК",2413/03-01-06,2019-09-16,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,вул. Пацаєва; 2,null,48.500984,32.214955,Абрикос,20-30,1,1,0,126,2019-09-24,Замовлення виконано підрядником
4002-02,4002,2019-09-04,"Запорожець Л.М. - начальник КП ""ЖЕО №4"" МРМК",2413/03-01-06,2019-09-16,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,вул. Героїв України; 8,null,null,null,Горіх,50-60,1,1,0,126,2019-09-24,Замовлення виконано підрядником
4002-03,4002,2019-09-04,"Запорожець Л.М. - начальник КП ""ЖЕО №4"" МРМК",2413/03-01-06,2019-09-16,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,вул. Героїв України; 8,null,null,null,Акація,40-50,1,1,0,126,2019-09-24,Замовлення виконано підрядником
4002-04,4002,2019-09-04,"Запорожець Л.М. - начальник КП ""ЖЕО №4"" МРМК",2413/03-01-06,2019-09-16,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,вул . Пацаєва; 4; корп. 3,null,null,null,Вишня,20-30,1,1,0,126,2019-09-24,Замовлення виконано підрядником
4002-05,4002,2019-09-04,"Запорожець Л.М. - начальник КП ""ЖЕО №4"" МРМК",2413/03-01-06,2019-09-16,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,вул . Пацаєва; 4; корп. 3,null,null,null,Абрикос,30-40,1,1,0,126,2019-09-24,Замовлення виконано підрядником
4002-06,4002,2019-09-04,"Запорожець Л.М. - начальник КП ""ЖЕО №4"" МРМК",2413/03-01-06,2019-09-16,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,вул. космонавта Попова; 13; корп. 1,null,null,null,Тополя,50-60,1,1,0,126,2019-09-24,Замовлення виконано підрядником
4002-07,4002,2019-09-04,"Запорожець Л.М. - начальник КП ""ЖЕО №4"" МРМК",2413/03-01-06,2019-09-16,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,вул. космонавта Попова; 13; корп. 1,null,null,null,Тополя,60-70,1,1,0,126,2019-09-24,Замовлення виконано підрядником
4002-08,4002,2019-09-04,"Запорожець Л.М. - начальник КП ""ЖЕО №4"" МРМК",2413/03-01-06,2019-09-16,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,вул. Юрія Коваленка; 25/19,null,48.497580,32.202595,Яблуня,20-30,1,1,0,126,2019-09-24,Замовлення виконано підрядником
4002-09,4002,2019-09-04,"Запорожець Л.М. - начальник КП ""ЖЕО №4"" МРМК",2413/03-01-06,2019-09-16,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,вул. Пацаєва; 8; корп. 4,null,null,null,Вишня,20-30,1,1,0,126,2019-09-24,Замовлення виконано підрядником
4003-01,4003,2019-09-04,"Суковач С.Л. - в.о. начальника КП ""ЖЕО №3"" МРМК",2413/03-01-06,2019-09-16,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,вул. Волкова; 26; корп. 1 ,null,48.499423,32.222091,Горіх,30-40,1,1,0,126,2019-09-24,Замовлення виконано підрядником
4004-01,4004,2019-09-04,"Ковальова С.М. - начальник КП ""ЖЕО №1"" МРМК",2413/03-01-06,2019-09-16,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,вул. Юрія Краснокутського; 1-в,null,null,null,Береза,30-40,1,1,0,126,2019-09-24,Замовлення виконано підрядником
4005-01,4005,2019-09-04,"Марченко Л. М. - начальник КП ""ЖЕО №2"" МРМК",2413/03-01-06,2019-09-16,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,вул. Генерала Родимцева; 92; корп.1,null,null,null,Горіх,30-40,1,1,0,126,2019-09-24,Замовлення виконано підрядником
4005-02,4005,2019-09-04,"Марченко Л. М. - начальник КП ""ЖЕО №2"" МРМК",2413/03-01-06,2019-09-16,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,вул. Генерала Родимцева; 92,null,48.497176,32.306811,Тополя,20-30,1,1,0,126,2019-09-24,Замовлення виконано підрядником
4005-03,4005,2019-09-04,"Марченко Л. М. - начальник КП ""ЖЕО №2"" МРМК",2413/03-01-06,2019-09-16,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,вул. Генерала Родимцева; 92,null,48.497236,32.306788,Тополя,30-40,1,1,0,126,2019-09-24,Замовлення виконано підрядником
4005-04,4005,2019-09-04,"Марченко Л. М. - начальник КП ""ЖЕО №2"" МРМК",2413/03-01-06,2019-09-16,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,вул. Генерала Родимцева; 92,null,48.497176,32.306791,Тополя,30-40,1,1,0,126,2019-09-24,Замовлення виконано підрядником
4006-01,4006,2019-09-04,гр. Кравченко Т.П.,2413/03-01-06,2019-09-16,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,вул. Юрія Липи(Белінського); 83/67,null,48.531233,32.257387,Тополя,40-50,1,1,0,126,2019-09-24,Замовлення виконано підрядником
4008-01,4008,2019-09-04,"Луценко В.О.-начальник КП ""Благоустрій"" МРМК",2413/03-01-06,2019-09-16,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,вул. Варшавська; 6/40,null,48.530182,32.271806,Вишня,30-40,1,1,0,126,2019-09-24,Замовлення виконано підрядником
4008-02,4008,2019-09-04,"Луценко В.О.-начальник КП ""Благоустрій"" МРМК",2413/03-01-06,2019-09-16,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,вул. Варшавська; 6/40,null,48.530197,32.271681,Вишня,40-50,1,1,0,126,2019-09-24,Замовлення виконано підрядником
4008-03,4008,2019-09-04,"Луценко В.О.-начальник КП ""Благоустрій"" МРМК",2413/03-01-06,2019-09-16,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,вул. Леваневського,алея між ЗОШ №25 та інтернатом,48.539440,32.267842,Тополя,40-50,1,1,0,126,2019-09-24,Замовлення виконано підрядником
4008-04,4008,2019-09-04,"Луценко В.О.-начальник КП ""Благоустрій"" МРМК",2413/03-01-06,2019-09-16,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,вул. Героїв України,біля зупинки,null,null,Тополя,>80,1,1,0,126,2019-09-24,Замовлення виконано підрядником
4008-05,4008,2019-09-04,"Луценко В.О.-начальник КП ""Благоустрій"" МРМК",2413/03-01-06,2019-09-16,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,вул. Ігіта Гаспаряна; 73,null,48.527774,32.268094,Акація,>80,1,1,0,126,2019-09-24,Замовлення виконано підрядником
3980-01,3980,2019-07-15,"Довгаль О.В. - начальник КП ""ЖЕО №3"" МРМК",2413/03-01-06,2019-09-16,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,вул. Євгена Тельнова; 3; корп. 4,біля під'їзду №4,48.503664,32.233739,Вишня,>20,1,1,0,126,2019-09-24,Замовлення виконано підрядником
3980-02,3980,2019-07-15,"Довгаль О.В. - начальник КП ""ЖЕО №3"" МРМК",2413/03-01-06,2019-09-16,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,вул. Євгена Тельнова; 3; корп. 4,біля під'їзду №4,48.503725,32.233674,Вишня,>20,1,1,0,126,2019-09-24,Замовлення виконано підрядником
