identifier,actIdentifier,issued,customerName,orderIdentifier,orderDate,orderContractorLegalName,orderContractorIdentifier,addressCountry,addressRegion,addressLocality,streetAddress,locationDescription,latitude,longitude,itemSpecies,itemDiameter,itemQuantityPlan,itemQuantityFact,itemQuantityLeft,reportIdentifier,reportDate,status
3997-03,3997,2019-08-12,"Луценко В.О.-начальник КП ""Благоустрій"" МРМК",2180/03-01-06,2019-08-19,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,вул. Героїв України,між вул. Волкова та вул. Пацаєва,48.495463,32.222684,Тополя,30-40,1,1,0,117,2019-09-00,Замовлення виконано підрядником
3997-04,3997,2019-08-12,"Луценко В.О.-начальник КП ""Благоустрій"" МРМК",2180/03-01-06,2019-08-19,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Арсенія Тарковського, 65/23",null,48.505723,32.268224,Клен,60-70,1,1,0,117,2019-09-00,Замовлення виконано підрядником
3997-05,3997,2019-08-12,"Луценко В.О.-начальник КП ""Благоустрій"" МРМК",2180/03-01-06,2019-08-19,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"провул. Поштовий, 1",null,48.494760,32.267656,Акація,60-70,1,1,0,117,2019-09-00,Замовлення виконано підрядником
3995-01,3995,2019-08-12,"Начальник КП ""ЖЕО №1"" МРМК",2180/03-01-06,2019-08-19,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Василя Нікітіна, 23в",null,48.527272,32.270803,Верба,70-80,1,1,0,117,2019-09-00,Замовлення виконано підрядником
3994-01,3994,2019-08-12,"Начальник КП ""ЖЕО №2"" МРМК",2180/03-01-06,2019-08-19,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Арсенія Тарковського, 16, корп. 4",null,48.513709,32.275724,Акація,40-50,1,1,0,117,2019-09-00,Замовлення виконано підрядником
3993-01,3993,2019-08-12,"Т.в.о. начальника КП ""ЖЕО №3"" МРМК",2180/03-01-06,2019-08-19,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Академіка Корольова, 7",null,48.504540,32.234435,Черешня,30-40,1,1,0,117,2019-09-00,Замовлення виконано підрядником
3993-02,3993,2019-08-12,"Т.в.о. начальника КП ""ЖЕО №3"" МРМК",2180/03-01-06,2019-08-19,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Євгена Тельнова, 5",null,48.503479,32.231904,Граб,50-60,1,1,0,117,2019-09-00,Замовлення виконано підрядником
3993-03,3993,2019-08-12,"Т.в.о. начальника КП ""ЖЕО №3"" МРМК",2180/03-01-06,2019-08-19,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Євгена Тельнова, 3, корп. 3",null,48.503315,32.233454,Граб,40-50,1,1,0,117,2019-09-00,Замовлення виконано підрядником
3993-04,3993,2019-08-12,"Т.в.о. начальника КП ""ЖЕО №3"" МРМК",2180/03-01-06,2019-08-19,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Яновського, 96",null,48.498028,32.240727,Груша,30-40,1,1,0,117,2019-09-00,Замовлення виконано підрядником
3990-01,3990,2019-07-26,"Луценко В.О.-начальник КП ""Благоустрій"" МРМК",1985/03-01-06,2019-08-01,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Андріївська, 47",null,48.506952,32.246000,Акація,40-50,1,1,0,109,2019-08-00,Замовлення виконано підрядником
3990-02,3990,2019-07-26,"Луценко В.О.-начальник КП ""Благоустрій"" МРМК",1985/03-01-06,2019-08-01,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Андріївська, 47",null,48.506978,32.246023,Клен,30-40,1,1,0,109,2019-08-00,Замовлення виконано підрядником
3989-01,3989,2019-07-26,"Начальник КП ""ЖЕО №2"" МРМК",1985/03-01-06,2019-08-01,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"провул. Фортечний, 25",null,48.497427,32.262915,Каштан,20-30,1,1,0,109,2019-08-00,Замовлення виконано підрядником
3988-01,3988,2019-07-26,"Начальник КП ""ЖЕО №4"" МРМК",1985/03-01-06,2019-08-01,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Пацаєва, 3, корп. 2",null,null,null,Абрикос,30-40,1,1,0,109,2019-08-00,Замовлення виконано підрядником
3988-02,3988,2019-07-26,"Начальник КП ""ЖЕО №4"" МРМК",1985/03-01-06,2019-08-01,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Генерала Жадова, 21, корп. 1",null,48.496645,32.202486,Абрикос,23-30,1,1,0,109,2019-08-00,Замовлення виконано підрядником
3986-01,3986,2019-07-26,"Начальник КП ""ЖЕО №1"" МРМК",1985/03-01-06,2019-08-01,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,вул. Юрія Олефіренка,у дворі будинків №14а та №14б,48.517310,32.256886,Шовковиця,50-60,1,1,0,109,2019-08-00,Замовлення виконано підрядником
3983-01,3983,2019-07-26,"Начальник КП ""ЖЕО №2"" МРМК",1985/03-01-06,2019-08-01,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Куропятникова, 15",між під'їздом 2 та 3,48.500370,32.258639,Береза,30-40,1,1,0,109,2019-08-00,Замовлення виконано підрядником
3982-01,3982,2019-07-15,"Луценко В.О.-начальник КП ""Благоустрій"" МРМК",1844/03-01-06,2019-07-17,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Архангельська, 46",null,48.506741,32.273607,Акація,60-70,1,1,0,105,2019-07-25,Замовлення виконано підрядником
3982-02,3982,2019-07-15,"Луценко В.О.-начальник КП ""Благоустрій"" МРМК",1844/03-01-06,2019-07-17,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Вячеслава Чорновола, 16",null,48.513772,32.267513,Липа,30-40,1,1,0,105,2019-07-25,Замовлення виконано підрядником
3982-03,3982,2019-07-15,"Луценко В.О.-начальник КП ""Благоустрій"" МРМК",1844/03-01-06,2019-07-17,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,вул. Гагаріна,напроти №48,48.509749,32.278710,Акація,30-40,1,1,0,105,2019-07-25,Замовлення виконано підрядником
3982-04,3982,2019-07-15,"Луценко В.О.-начальник КП ""Благоустрій"" МРМК",1844/03-01-06,2019-07-17,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Карабінерна, 12",null,48.509506,32.278701,Абрикос,20-30,1,1,0,105,2019-07-25,Замовлення виконано підрядником
3981-01,3981,2019-07-15,"Начальник КП ""ЖЕО №2"" МРМК""",1844/03-01-06,2019-07-17,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"площа Дружби Народів, 7",null,null,null,Яблуня,30-40,1,1,0,105,2019-07-25,Замовлення виконано підрядником
3978-01,3978,2019-07-15,"Начальник КП ""ЖЕО №2"" МРМК""",1844/03-01-06,2019-07-17,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"провул. Фортечний, 23",біля під'їзду № 2 житлового будинку,48.497525,32.264081,Каштан,30-40,1,1,0,105,2019-07-25,Замовлення виконано підрядником
3977-01,3977,2019-07-15,"Луценко В.О.-начальник КП ""Благоустрій"" МРМК",1844/03-01-06,2019-07-17,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Архангельська, 87",біля квартири №1,48.502771,32.269958,Клен,20-30,1,1,0,105,2019-07-25,Замовлення виконано підрядником
3976-01,3976,2019-07-15,Начальник управління капітального будівництва МРМК,1844/03-01-06,2019-07-17,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Курортна, 1",null,48.495690,32.247042,Клен,20-30,1,1,0,105,2019-07-25,Замовлення виконано підрядником
3976-02,3976,2019-07-15,Начальник управління капітального будівництва МРМК,1844/03-01-06,2019-07-17,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Курортна, 1",null,48.495820,32.247104,Абрикос,30-40,1,1,0,105,2019-07-25,Замовлення виконано підрядником
3976-03,3976,2019-07-15,Начальник управління капітального будівництва МРМК,1844/03-01-06,2019-07-17,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Курортна, 1",null,48.495954,32.247232,Клен,40-50,1,1,0,105,2019-07-25,Замовлення виконано підрядником
3976-04,3976,2019-07-15,Начальник управління капітального будівництва МРМК,1844/03-01-06,2019-07-17,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Курортна, 1",null,48.495886,32.247171,Клен,40-50,1,1,0,105,2019-07-25,Замовлення виконано підрядником
3976-05,3976,2019-07-15,Начальник управління капітального будівництва МРМК,1844/03-01-06,2019-07-17,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Курортна, 1",null,48.495970,32.247250,Клен,50-60,1,1,0,105,2019-07-25,Замовлення виконано підрядником
3976-06,3976,2019-07-15,Начальник управління капітального будівництва МРМК,1844/03-01-06,2019-07-17,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Курортна, 1",null,48.495720,32.247071,Шовковиця,50-60,1,1,0,105,2019-07-25,Замовлення виконано підрядником
3974-01,3974,2019-06-20,"Марченко Л.М.-начальник ""ЖЕО №2"" МРМК",1605/03-01-06,2019-06-24,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Хабарівська, 3",null,48.487382,32.293184,Каштан,20-30,1,1,0,100,2019-07-08,Замовлення виконано підрядником
3973-01,3973,2019-06-20,"Ніжнікова А.О.-директор КЗ ""НВО №32""Спеціалізована ЗОШ І-ІІІ ступенів, позашкільний центр ""Школа мистецтв"" КМР Кіровоградської області""",1605/03-01-06,2019-06-24,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Курортна, 1",біля ЗОШ № 32,48.497789,32.248242,Клен,40-50,1,1,0,100,2019-07-08,Замовлення виконано підрядником
3971-01,3971,2019-06-20,"Дуднікова Л.В. - голова ОСББ ""Рідний дім 30""",1844/03-01-06,2019-07-17,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Волкова, 30",null,48.496349,32.224187,Слива 2 діам.,20-30,1,1,0,105,2019-07-25,Замовлення виконано підрядником
3971-02,3971,2019-06-20,"Дуднікова Л.В. - голова ОСББ ""Рідний дім 30""",1844/03-01-06,2019-07-17,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Волкова, 30",null,48.496454,32.224230,Слива 2 діам.,20-30,1,1,0,105,2019-07-25,Замовлення виконано підрядником
3971-03,3971,2019-06-20,"Дуднікова Л.В. - голова ОСББ ""Рідний дім 30""",1844/03-01-06,2019-07-17,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Волкова, 30",null,48.496735,32.224076,Горіх,20-30,1,1,0,105,2019-07-25,Замовлення виконано підрядником
3971-04,3971,2019-06-20,"Дуднікова Л.В. - голова ОСББ ""Рідний дім 30""",1844/03-01-06,2019-07-17,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Волкова, 30",null,48.497084,32.223784,Тополя,30-40,1,1,0,105,2019-07-25,Замовлення виконано підрядником
3969-01,3969,2019-06-20,"Луценко В.О.-начальник КП ""Благоустрій"" МРМК",1605/03-01-06,2019-06-24,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Соборна, 7",біля зупинки громадського транспорту,48.500705,32.249496,Акація,30-40,1,1,0,100,2019-07-08,Замовлення виконано підрядником
3969-02,3969,2019-06-20,"Луценко В.О.-начальник КП ""Благоустрій"" МРМК",1605/03-01-06,2019-06-24,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Комарова, 1",біля Кіровоградського обласного шкіро-венерологічного диспансеру зі сторони вул. Габдрахманова,48.504815,32.246295,Акація,70-80,1,1,0,100,2019-07-08,Замовлення виконано підрядником
3969-03,3969,2019-06-20,"Луценко В.О.-начальник КП ""Благоустрій"" МРМК",1605/03-01-06,2019-06-24,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Верхня Биківська, 76",null,48.503522,32.257567,Тополя,50-60,1,1,0,100,2019-07-08,Замовлення виконано підрядником
3969-04,3969,2019-06-20,"Луценко В.О.-начальник КП ""Благоустрій"" МРМК",1605/03-01-06,2019-06-24,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Велика Перспективна, 41 ",null,48.508609,32.266567,Липа,40-50,1,1,0,109,2019-08-00,Замовлення виконано підрядником
3967-01,3967,2019-06-07,"Луценко В.О.-начальник КП ""Благоустрій"" МРМК",1554/03-01-07,2019-06-19,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"Студентський бульвар, 4-а",null,48.517227,32.271909,Липа,>20,1,1,0,97,2019-07-02,Замовлення виконано підрядником
3967-02,3967,2019-06-07,"Луценко В.О.-начальник КП ""Благоустрій"" МРМК",1554/03-01-08,2019-06-19,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Михайлівська, 8-10",null,48.511705,32.276244,Акація,50-60,1,1,0,97,2019-07-02,Замовлення виконано підрядником
3967-03,3967,2019-06-07,"Луценко В.О.-начальник КП ""Благоустрій"" МРМК",1554/03-01-09,2019-06-19,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Нейгауза, 6/29",null,48.512932,32.359064,Тополя,>80,1,1,0,97,2019-07-02,Замовлення виконано підрядником
3967-04,3967,2019-06-07,"Луценко В.О.-начальник КП ""Благоустрій"" МРМК",1554/03-01-06,2019-06-19,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"парк ""Молодіжний""",null,null,null,Верба,>80,1,1,0,100,2019-07-08,Замовлення виконано підрядником
3966-01,3966,2019-06-07,"Луценко В.О.-начальник КП ""Благоустрій"" МРМК",1554/03-01-06,2019-06-19,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Руслана Слободянюка, 136",null,48.522788,32.232731,Клен,30-40,1,1,0,96,2019-07-01,Замовлення виконано підрядником
3966-02,3966,2019-06-07,"Луценко В.О.-начальник КП ""Благоустрій"" МРМК",1554/03-01-06,2019-06-19,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,вул. Верхня Пермська,біля спортивного майданчика,null,null,Клен,>20,1,1,0,96,2019-07-01,Замовлення виконано підрядником
3966-03,3966,2019-06-07,"Луценко В.О.-начальник КП ""Благоустрій"" МРМК",1554/03-01-06,2019-06-19,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,вул. Садова,напроти будинку № 85,48.490646,32.261440,Тополя,50-60,1,1,0,96,2019-07-01,Замовлення виконано підрядником
3966-04,3966,2019-06-07,"Луценко В.О.-начальник КП ""Благоустрій"" МРМК",1554/03-01-06,2019-06-19,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,парк ім. Кравчинського,null,null,null,Акація,>20,1,1,0,96,2019-07-01,Замовлення виконано підрядником
3966-05,3966,2019-06-07,"Луценко В.О.-начальник КП ""Благоустрій"" МРМК",1554/03-01-06,2019-06-19,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,вул. Соборна,"біля кінотеатру ""Партал""",48.502291,32.255011,Акація,30-40,1,1,0,96,2019-07-01,Замовлення виконано підрядником
3966-06,3966,2019-06-07,"Луценко В.О.-начальник КП ""Благоустрій"" МРМК",1554/03-01-06,2019-06-19,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Велика Перспективна, 84",null,48.505412,32.262308,Акація,30-40,1,1,0,96,2019-07-01,Замовлення виконано підрядником
3966-07,3966,2019-06-07,"Луценко В.О.-начальник КП ""Благоустрій"" МРМК",1554/03-01-06,2019-06-19,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,вул. Ушакова,біля пенітенціарної служби,48.502214,32.257956,Акація,50-60,1,1,0,96,2019-07-01,Замовлення виконано підрядником
3966-08,3966,2019-06-07,"Луценко В.О.-начальник КП ""Благоустрій"" МРМК",1554/03-01-06,2019-06-19,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Декабристів, 24",null,48.509422,32.261261,Клен,40-50,1,1,0,103,2019-07-23,Замовлення виконано підрядником
3965-01,3965,2019-06-07,"Довгаль О.В.-начальник КП ""ЖЕО №3"" МРМК",1554/03-01-06,2019-06-19,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Євгена Тельнова, 8",null,null,null,Клен,30-40,1,1,0,95,2019-06-20,Замовлення виконано підрядником
3965-02,3965,2019-06-07,"Довгаль О.В.-начальник КП ""ЖЕО №3"" МРМК",1554/03-01-06,2019-06-19,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Євгена Тельнова, 8",null,null,null,Яблуня,30-40,1,1,0,95,2019-06-20,Замовлення виконано підрядником
3965-03,3965,2019-06-07,"Довгаль О.В.-начальник КП ""ЖЕО №3"" МРМК",1554/03-01-06,2019-06-19,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Комарова, 40",null,null,null,Яблуня,20-30,1,1,0,95,2019-06-20,Замовлення виконано підрядником
3965-04,3965,2019-06-07,"Довгаль О.В.-начальник КП ""ЖЕО №3"" МРМК",1554/03-01-06,2019-06-19,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Комарова, 42",null,null,null,Горіх,20-30,1,1,0,95,2019-06-20,Замовлення виконано підрядником
3965-05,3965,2019-06-07,"Довгаль О.В.-начальник КП ""ЖЕО №3"" МРМК",1554/03-01-06,2019-06-19,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Комарова, 42",null,null,null,Тополя,40-50,1,1,0,95,2019-06-20,Замовлення виконано підрядником
3964-01,3964,2019-06-07,"Довгаль О.В.-начальник КП ""ЖЕО №3"" МРМК",1554/03-01-10,2019-06-19,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Сергія Сєнчева, 55",null,48.517170,32.218524,Вишня,20-30,1,1,0,97,2019-07-02,Замовлення виконано підрядником
3964-02,3964,2019-06-07,"Довгаль О.В.-начальник КП ""ЖЕО №3"" МРМК",1554/03-01-10,2019-06-19,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Сергія Сєнчева, 55",null,48.517232,32.218592,Вишня,50-60,1,1,0,97,2019-07-02,Замовлення виконано підрядником
3964-03,3964,2019-06-07,"Довгаль О.В.-начальник КП ""ЖЕО №3"" МРМК",1554/03-01-10,2019-06-19,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Сергія Сєнчева, 55",null,48.517137,32.218431,Яблуня,30-40,1,1,0,97,2019-07-02,Замовлення виконано підрядником
3964-04,3964,2019-06-07,"Довгаль О.В.-начальник КП ""ЖЕО №3"" МРМК",1554/03-01-10,2019-06-19,"КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ЄЛІЗАВЕТА""",22218998,Україна,Кіровоградська область,Кропивницький,"вул. Євгена Тельнова, 8, корп. 2",null,48.503090,32.230267,Граб,30-40,1,1,0,97,2019-07-02,Замовлення виконано підрядником
